ticker,SWIndustry1,SWIndustry2,SWIndustry3
000001.SZ,801780.SI,801192.SI,851911.SI
000002.SZ,801180.SI,801181.SI,851811.SI
000004.SZ,801150.SI,801151.SI,851512.SI
000005.SZ,801160.SI,801162.SI,851641.SI
000006.SZ,801180.SI,801181.SI,851811.SI
000007.SZ,801200.SI,801205.SI,852051.SI
000008.SZ,801890.SI,801076.SI,850936.SI
000009.SZ,801230.SI,801231.SI,852311.SI
000010.SZ,801720.SI,801725.SI,857251.SI
000011.SZ,801180.SI,801181.SI,851811.SI
000012.SZ,801710.SI,801712.SI,850611.SI
000014.SZ,801180.SI,801181.SI,851811.SI
000016.SZ,801110.SI,801112.SI,851121.SI
000017.SZ,801880.SI,801881.SI,858811.SI
000019.SZ,801200.SI,801202.SI,852021.SI
000020.SZ,801080.SI,801085.SI,850851.SI
000021.SZ,801080.SI,801085.SI,850851.SI
000023.SZ,801710.SI,801713.SI,850614.SI
000025.SZ,801880.SI,801092.SI,850941.SI
000026.SZ,801140.SI,801142.SI,851434.SI
000027.SZ,801160.SI,801161.SI,851611.SI
000028.SZ,801150.SI,801154.SI,851541.SI
000029.SZ,801180.SI,801181.SI,851811.SI
000030.SZ,801880.SI,801093.SI,850921.SI
000031.SZ,801180.SI,801181.SI,851811.SI
000032.SZ,801770.SI,801102.SI,851012.SI
000034.SZ,801750.SI,801222.SI,852226.SI
000035.SZ,801160.SI,801162.SI,851641.SI
000036.SZ,801180.SI,801181.SI,851811.SI
000037.SZ,801160.SI,801161.SI,851613.SI
000038.SZ,801760.SI,801751.SI,852243.SI
000039.SZ,801890.SI,801075.SI,850751.SI
000040.SZ,801160.SI,801161.SI,851615.SI
000042.SZ,801180.SI,801181.SI,851811.SI
000045.SZ,801080.SI,801084.SI,850831.SI
000046.SZ,801180.SI,801181.SI,851811.SI
000048.SZ,801010.SI,801014.SI,850141.SI
000049.SZ,801080.SI,801085.SI,850851.SI
000050.SZ,801080.SI,801084.SI,850831.SI
000055.SZ,801720.SI,801724.SI,857244.SI
000056.SZ,801180.SI,801181.SI,851811.SI
000058.SZ,801200.SI,801205.SI,852052.SI
000059.SZ,801030.SI,801035.SI,850311.SI
000060.SZ,801050.SI,801055.SI,850553.SI
000061.SZ,801200.SI,801205.SI,852052.SI
000062.SZ,801080.SI,801082.SI,850841.SI
000063.SZ,801770.SI,801102.SI,851013.SI
000065.SZ,801720.SI,801724.SI,857243.SI
000066.SZ,801750.SI,801101.SI,851021.SI
000068.SZ,801160.SI,801162.SI,851641.SI
000069.SZ,801180.SI,801181.SI,851811.SI
000070.SZ,801770.SI,801102.SI,851013.SI
000078.SZ,801150.SI,801154.SI,851541.SI
000088.SZ,801170.SI,801171.SI,851711.SI
000089.SZ,801170.SI,801174.SI,851751.SI
000090.SZ,801180.SI,801181.SI,851811.SI
000096.SZ,801030.SI,801035.SI,850313.SI
000099.SZ,801170.SI,801173.SI,851741.SI
000100.SZ,801080.SI,801084.SI,850831.SI
000150.SZ,801150.SI,801156.SI,851561.SI
000151.SZ,801200.SI,801202.SI,852021.SI
000153.SZ,801150.SI,801151.SI,851512.SI
000155.SZ,801160.SI,801161.SI,851615.SI
000156.SZ,801760.SI,801761.SI,852224.SI
000157.SZ,801890.SI,801074.SI,850722.SI
000158.SZ,801750.SI,801222.SI,852226.SI
000159.SZ,801030.SI,801035.SI,850313.SI
000166.SZ,801790.SI,801193.SI,851931.SI
000301.SZ,801030.SI,801032.SI,850341.SI
000333.SZ,801110.SI,801111.SI,851112.SI
000338.SZ,801880.SI,801093.SI,850921.SI
000400.SZ,801730.SI,801732.SI,857321.SI
000401.SZ,801710.SI,801711.SI,850612.SI
000402.SZ,801180.SI,801181.SI,851811.SI
000403.SZ,801150.SI,801152.SI,851531.SI
000404.SZ,801110.SI,801111.SI,851115.SI
000407.SZ,801160.SI,801163.SI,851631.SI
000408.SZ,801030.SI,801034.SI,850336.SI
000409.SZ,801230.SI,801231.SI,852311.SI
000410.SZ,801890.SI,801072.SI,850711.SI
000411.SZ,801150.SI,801154.SI,851541.SI
000413.SZ,801080.SI,801084.SI,850831.SI
000415.SZ,801790.SI,801191.SI,851921.SI
000416.SZ,801790.SI,801191.SI,851921.SI
000417.SZ,801200.SI,801203.SI,852031.SI
000419.SZ,801200.SI,801203.SI,852033.SI
000420.SZ,801030.SI,801032.SI,850343.SI
000421.SZ,801160.SI,801163.SI,851631.SI
000422.SZ,801030.SI,801033.SI,850322.SI
000423.SZ,801150.SI,801155.SI,851521.SI
000425.SZ,801890.SI,801074.SI,850722.SI
000426.SZ,801050.SI,801055.SI,850553.SI
000428.SZ,801210.SI,801213.SI,852121.SI
000429.SZ,801170.SI,801175.SI,851731.SI
000430.SZ,801210.SI,801212.SI,852112.SI
000488.SZ,801140.SI,801143.SI,851411.SI
000498.SZ,801720.SI,801723.SI,857232.SI
000501.SZ,801200.SI,801203.SI,852031.SI
000502.SZ,801180.SI,801181.SI,851811.SI
000503.SZ,801150.SI,801156.SI,851561.SI
000504.SZ,801150.SI,801152.SI,851531.SI
000505.SZ,801010.SI,801012.SI,850152.SI
000506.SZ,801180.SI,801181.SI,851811.SI
000507.SZ,801170.SI,801171.SI,851711.SI
000509.SZ,801150.SI,801156.SI,851561.SI
000510.SZ,801030.SI,801033.SI,850322.SI
000513.SZ,801150.SI,801151.SI,851512.SI
000514.SZ,801180.SI,801181.SI,851811.SI
000516.SZ,801150.SI,801156.SI,851561.SI
000517.SZ,801180.SI,801181.SI,851811.SI
000518.SZ,801150.SI,801152.SI,851531.SI
000519.SZ,801740.SI,801743.SI,857431.SI
000520.SZ,801170.SI,801176.SI,851761.SI
000521.SZ,801110.SI,801111.SI,851111.SI
000523.SZ,801030.SI,801034.SI,850334.SI
000524.SZ,801210.SI,801214.SI,852131.SI
000525.SZ,801030.SI,801034.SI,850333.SI
000526.SZ,801760.SI,801752.SI,852222.SI
000528.SZ,801890.SI,801074.SI,850722.SI
000529.SZ,801760.SI,801761.SI,852241.SI
000530.SZ,801890.SI,801072.SI,850715.SI
000531.SZ,801160.SI,801161.SI,851611.SI
000532.SZ,801080.SI,801083.SI,850823.SI
000533.SZ,801730.SI,801734.SI,857342.SI
000534.SZ,801180.SI,801181.SI,851811.SI
000536.SZ,801080.SI,801084.SI,850831.SI
000537.SZ,801180.SI,801181.SI,851811.SI
000538.SZ,801150.SI,801155.SI,851521.SI
000539.SZ,801160.SI,801161.SI,851611.SI
000540.SZ,801180.SI,801181.SI,851811.SI
000541.SZ,801080.SI,801084.SI,850832.SI
000543.SZ,801160.SI,801161.SI,851611.SI
000544.SZ,801160.SI,801164.SI,851621.SI
000545.SZ,801030.SI,801033.SI,850324.SI
000546.SZ,801710.SI,801711.SI,850612.SI
000547.SZ,801740.SI,801743.SI,857431.SI
000548.SZ,801170.SI,801175.SI,851731.SI
000550.SZ,801880.SI,801094.SI,850912.SI
000551.SZ,801890.SI,801074.SI,850729.SI
000552.SZ,801020.SI,801021.SI,850221.SI
000553.SZ,801030.SI,801034.SI,850333.SI
000554.SZ,801030.SI,801035.SI,850313.SI
000555.SZ,801750.SI,801222.SI,852226.SI
000557.SZ,801170.SI,801177.SI,851771.SI
000558.SZ,801180.SI,801181.SI,851811.SI
000559.SZ,801880.SI,801093.SI,850921.SI
000560.SZ,801180.SI,801181.SI,851811.SI
000561.SZ,801740.SI,801742.SI,857421.SI
000563.SZ,801790.SI,801191.SI,851921.SI
000564.SZ,801200.SI,801203.SI,852031.SI
000565.SZ,801030.SI,801034.SI,850335.SI
000566.SZ,801150.SI,801151.SI,851512.SI
000567.SZ,801790.SI,801191.SI,851921.SI
000568.SZ,801120.SI,801123.SI,851231.SI
000570.SZ,801890.SI,801072.SI,850714.SI
000571.SZ,801020.SI,801021.SI,850221.SI
000572.SZ,801880.SI,801094.SI,850911.SI
000573.SZ,801180.SI,801181.SI,851811.SI
000576.SZ,801010.SI,801012.SI,850154.SI
000581.SZ,801880.SI,801093.SI,850921.SI
000582.SZ,801170.SI,801171.SI,851711.SI
000584.SZ,801890.SI,801074.SI,850727.SI
000585.SZ,801730.SI,801734.SI,857341.SI
000586.SZ,801770.SI,801102.SI,851013.SI
000587.SZ,801140.SI,801142.SI,851434.SI
000589.SZ,801030.SI,801037.SI,850361.SI
000590.SZ,801150.SI,801155.SI,851521.SI
000591.SZ,801160.SI,801161.SI,851615.SI
000592.SZ,801010.SI,801011.SI,850131.SI
000593.SZ,801160.SI,801163.SI,851631.SI
000595.SZ,801890.SI,801072.SI,850712.SI
000596.SZ,801120.SI,801123.SI,851231.SI
000597.SZ,801150.SI,801151.SI,851512.SI
000598.SZ,801160.SI,801164.SI,851621.SI
000599.SZ,801030.SI,801037.SI,850361.SI
000600.SZ,801160.SI,801161.SI,851611.SI
000601.SZ,801160.SI,801161.SI,851612.SI
000603.SZ,801050.SI,801055.SI,850553.SI
000605.SZ,801160.SI,801164.SI,851621.SI
000606.SZ,801750.SI,801222.SI,852226.SI
000607.SZ,801760.SI,801751.SI,852243.SI
000608.SZ,801180.SI,801181.SI,851811.SI
000609.SZ,801180.SI,801181.SI,851811.SI
000610.SZ,801210.SI,801213.SI,852121.SI
000611.SZ,801130.SI,801131.SI,851316.SI
000612.SZ,801050.SI,801055.SI,850551.SI
000613.SZ,801210.SI,801213.SI,852121.SI
000615.SZ,801180.SI,801181.SI,851811.SI
000616.SZ,801180.SI,801181.SI,851811.SI
000617.SZ,801790.SI,801191.SI,851921.SI
000619.SZ,801710.SI,801713.SI,850614.SI
000620.SZ,801180.SI,801181.SI,851811.SI
000622.SZ,801880.SI,801093.SI,850921.SI
000623.SZ,801150.SI,801151.SI,851512.SI
000625.SZ,801880.SI,801094.SI,850911.SI
000626.SZ,801200.SI,801202.SI,852021.SI
000627.SZ,801790.SI,801194.SI,851941.SI
000628.SZ,801720.SI,801721.SI,850623.SI
000629.SZ,801020.SI,801022.SI,850231.SI
000630.SZ,801050.SI,801055.SI,850552.SI
000631.SZ,801180.SI,801181.SI,851811.SI
000632.SZ,801230.SI,801231.SI,852311.SI
000633.SZ,801050.SI,801051.SI,850521.SI
000635.SZ,801030.SI,801033.SI,850322.SI
000636.SZ,801080.SI,801083.SI,850823.SI
000637.SZ,801030.SI,801035.SI,850311.SI
000638.SZ,801230.SI,801231.SI,852311.SI
000639.SZ,801120.SI,801124.SI,851244.SI
000650.SZ,801150.SI,801155.SI,851521.SI
000651.SZ,801110.SI,801111.SI,851112.SI
000652.SZ,801230.SI,801231.SI,852311.SI
000655.SZ,801020.SI,801022.SI,850231.SI
000656.SZ,801180.SI,801181.SI,851811.SI
000657.SZ,801050.SI,801054.SI,850542.SI
000659.SZ,801140.SI,801141.SI,851421.SI
000661.SZ,801150.SI,801152.SI,851531.SI
000662.SZ,801750.SI,801222.SI,852226.SI
000663.SZ,801140.SI,801142.SI,851432.SI
000665.SZ,801760.SI,801761.SI,852224.SI
000666.SZ,801790.SI,801191.SI,851921.SI
000667.SZ,801180.SI,801181.SI,851811.SI
000668.SZ,801180.SI,801181.SI,851811.SI
000669.SZ,801160.SI,801163.SI,851631.SI
000670.SZ,NaN,NaN,NaN
000671.SZ,801180.SI,801181.SI,851811.SI
000672.SZ,801710.SI,801711.SI,850612.SI
000673.SZ,801760.SI,801761.SI,852242.SI
000676.SZ,801760.SI,801752.SI,852222.SI
000677.SZ,801030.SI,801032.SI,850341.SI
000678.SZ,801880.SI,801093.SI,850921.SI
000679.SZ,801180.SI,801181.SI,851811.SI
000680.SZ,801890.SI,801074.SI,850722.SI
000681.SZ,801760.SI,801752.SI,852221.SI
000682.SZ,801730.SI,801732.SI,857321.SI
000683.SZ,801030.SI,801033.SI,850321.SI
000685.SZ,801160.SI,801164.SI,851621.SI
000686.SZ,801790.SI,801193.SI,851931.SI
000687.SZ,801740.SI,801742.SI,857421.SI
000688.SZ,801050.SI,801055.SI,850553.SI
000690.SZ,801160.SI,801161.SI,851615.SI
000691.SZ,801180.SI,801181.SI,851811.SI
000692.SZ,801160.SI,801161.SI,851614.SI
000695.SZ,801140.SI,801141.SI,851421.SI
000697.SZ,801740.SI,801742.SI,857421.SI
000698.SZ,801030.SI,801035.SI,850311.SI
000700.SZ,801880.SI,801093.SI,850921.SI
000701.SZ,801080.SI,801083.SI,850823.SI
000702.SZ,801010.SI,801014.SI,850141.SI
000703.SZ,801030.SI,801032.SI,850341.SI
000705.SZ,801150.SI,801154.SI,851541.SI
000707.SZ,801030.SI,801033.SI,850321.SI
000708.SZ,801040.SI,801041.SI,850412.SI
000709.SZ,801040.SI,801041.SI,850411.SI
000710.SZ,801150.SI,801153.SI,851551.SI
000711.SZ,801160.SI,801162.SI,851641.SI
000712.SZ,801790.SI,801193.SI,851931.SI
000713.SZ,801010.SI,801016.SI,850111.SI
000715.SZ,801200.SI,801203.SI,852031.SI
000716.SZ,801120.SI,801124.SI,851244.SI
000717.SZ,801040.SI,801041.SI,850411.SI
000718.SZ,801180.SI,801181.SI,851811.SI
000719.SZ,801760.SI,801761.SI,852241.SI
000720.SZ,801160.SI,801161.SI,851611.SI
000721.SZ,801210.SI,801211.SI,852141.SI
000722.SZ,801160.SI,801161.SI,851612.SI
000723.SZ,801020.SI,801021.SI,850222.SI
000725.SZ,801080.SI,801084.SI,850831.SI
000726.SZ,801130.SI,801131.SI,851312.SI
000727.SZ,801080.SI,801084.SI,850831.SI
000728.SZ,801790.SI,801193.SI,851931.SI
000729.SZ,801120.SI,801123.SI,851232.SI
000731.SZ,801030.SI,801034.SI,850331.SI
000732.SZ,801180.SI,801181.SI,851811.SI
000733.SZ,801080.SI,801083.SI,850823.SI
000735.SZ,801010.SI,801017.SI,850171.SI
000736.SZ,801180.SI,801181.SI,851811.SI
000737.SZ,801030.SI,801034.SI,850339.SI
000738.SZ,801740.SI,801742.SI,857421.SI
000739.SZ,801150.SI,801151.SI,851511.SI
000750.SZ,801790.SI,801193.SI,851931.SI
000751.SZ,801050.SI,801055.SI,850553.SI
000752.SZ,801120.SI,801123.SI,851232.SI
000753.SZ,801880.SI,801092.SI,850941.SI
000755.SZ,801170.SI,801175.SI,851731.SI
000756.SZ,801150.SI,801151.SI,851511.SI
000757.SZ,801880.SI,801093.SI,850921.SI
000758.SZ,801050.SI,801055.SI,850553.SI
000759.SZ,801200.SI,801203.SI,852032.SI
000760.SZ,801880.SI,801093.SI,850921.SI
000761.SZ,801040.SI,801041.SI,850411.SI
000762.SZ,801020.SI,801022.SI,850231.SI
000766.SZ,801150.SI,801151.SI,851512.SI
000767.SZ,801160.SI,801161.SI,851611.SI
000768.SZ,801740.SI,801742.SI,857421.SI
000776.SZ,801790.SI,801193.SI,851931.SI
000777.SZ,801890.SI,801072.SI,850712.SI
000778.SZ,801040.SI,801041.SI,850411.SI
000779.SZ,801720.SI,801723.SI,857233.SI
000780.SZ,801020.SI,801021.SI,850221.SI
000782.SZ,801030.SI,801032.SI,850344.SI
000783.SZ,801790.SI,801193.SI,851931.SI
000785.SZ,801200.SI,801203.SI,852033.SI
000786.SZ,801710.SI,801713.SI,850614.SI
000788.SZ,801150.SI,801151.SI,851512.SI
000789.SZ,801710.SI,801711.SI,850612.SI
000790.SZ,801150.SI,801155.SI,851521.SI
000791.SZ,801160.SI,801161.SI,851612.SI
000792.SZ,NaN,NaN,NaN
000793.SZ,801760.SI,801761.SI,852241.SI
000795.SZ,801050.SI,801051.SI,850522.SI
000796.SZ,801210.SI,801214.SI,852131.SI
000797.SZ,801180.SI,801181.SI,851811.SI
000798.SZ,801010.SI,801015.SI,850121.SI
000799.SZ,801120.SI,801123.SI,851231.SI
000800.SZ,801880.SI,801094.SI,850911.SI
000801.SZ,801110.SI,801112.SI,851122.SI
000802.SZ,801760.SI,801761.SI,852242.SI
000803.SZ,801730.SI,801733.SI,857333.SI
000806.SZ,801730.SI,801734.SI,857341.SI
000807.SZ,801050.SI,801055.SI,850551.SI
000809.SZ,801180.SI,801181.SI,851811.SI
000810.SZ,801110.SI,801112.SI,851122.SI
000811.SZ,801890.SI,801072.SI,850715.SI
000812.SZ,801140.SI,801141.SI,851421.SI
000813.SZ,801150.SI,801151.SI,851512.SI
000815.SZ,801140.SI,801143.SI,851411.SI
000816.SZ,801890.SI,801072.SI,850714.SI
000818.SZ,801030.SI,801033.SI,850322.SI
000819.SZ,801030.SI,801035.SI,850311.SI
000820.SZ,801160.SI,801162.SI,851641.SI
000821.SZ,801890.SI,801074.SI,850726.SI
000822.SZ,801030.SI,801033.SI,850321.SI
000823.SZ,801080.SI,801083.SI,850822.SI
000825.SZ,801040.SI,801041.SI,850412.SI
000826.SZ,801160.SI,801162.SI,851641.SI
000828.SZ,801170.SI,801175.SI,851731.SI
000829.SZ,801200.SI,801204.SI,852041.SI
000830.SZ,801030.SI,801034.SI,850331.SI
000831.SZ,801050.SI,801054.SI,850541.SI
000833.SZ,801020.SI,801022.SI,850231.SI
000835.SZ,801760.SI,801752.SI,852222.SI
000836.SZ,801770.SI,801102.SI,851013.SI
000837.SZ,801890.SI,801072.SI,850711.SI
000838.SZ,801180.SI,801181.SI,851811.SI
000839.SZ,801230.SI,801231.SI,852311.SI
000848.SZ,801120.SI,801123.SI,851234.SI
000850.SZ,801130.SI,801131.SI,851312.SI
000851.SZ,801770.SI,801102.SI,851012.SI
000852.SZ,801890.SI,801074.SI,850725.SI
000856.SZ,801890.SI,801074.SI,850727.SI
000858.SZ,801120.SI,801123.SI,851231.SI
000859.SZ,801030.SI,801036.SI,850351.SI
000860.SZ,801120.SI,801123.SI,851231.SI
000861.SZ,801200.SI,801205.SI,852051.SI
000862.SZ,801160.SI,801161.SI,851615.SI
000863.SZ,801180.SI,801181.SI,851811.SI
000868.SZ,801880.SI,801094.SI,850913.SI
000869.SZ,801120.SI,801123.SI,851235.SI
000875.SZ,801160.SI,801161.SI,851615.SI
000876.SZ,801010.SI,801014.SI,850141.SI
000877.SZ,801710.SI,801711.SI,850612.SI
000878.SZ,801050.SI,801055.SI,850552.SI
000880.SZ,801890.SI,801072.SI,850714.SI
000881.SZ,801030.SI,801034.SI,850339.SI
000882.SZ,801200.SI,801205.SI,852051.SI
000883.SZ,801160.SI,801161.SI,851612.SI
000885.SZ,801170.SI,801175.SI,851731.SI
000886.SZ,801170.SI,801175.SI,851731.SI
000887.SZ,801880.SI,801093.SI,850921.SI
000888.SZ,801210.SI,801212.SI,852112.SI
000889.SZ,801770.SI,801223.SI,852211.SI
000890.SZ,801790.SI,801191.SI,851921.SI
000892.SZ,801760.SI,801761.SI,852242.SI
000893.SZ,801030.SI,801034.SI,850336.SI
000895.SZ,801120.SI,801124.SI,851241.SI
000897.SZ,801180.SI,801181.SI,851811.SI
000898.SZ,801040.SI,801041.SI,850411.SI
000899.SZ,801160.SI,801161.SI,851611.SI
000900.SZ,801170.SI,801175.SI,851731.SI
000901.SZ,801890.SI,801073.SI,850731.SI
000902.SZ,801030.SI,801034.SI,850381.SI
000903.SZ,801880.SI,801093.SI,850921.SI
000905.SZ,801170.SI,801171.SI,851711.SI
000906.SZ,801200.SI,801202.SI,852021.SI
000908.SZ,801150.SI,801151.SI,851512.SI
000909.SZ,801180.SI,801181.SI,851811.SI
000910.SZ,801140.SI,801142.SI,851432.SI
000911.SZ,801010.SI,801012.SI,850154.SI
000912.SZ,801030.SI,801034.SI,850331.SI
000913.SZ,801880.SI,801881.SI,858811.SI
000915.SZ,801150.SI,801151.SI,851512.SI
000917.SZ,801760.SI,801761.SI,852224.SI
000918.SZ,801180.SI,801181.SI,851811.SI
000919.SZ,801150.SI,801155.SI,851521.SI
000920.SZ,801160.SI,801162.SI,851641.SI
000921.SZ,801110.SI,801111.SI,851111.SI
000922.SZ,801730.SI,801731.SI,850741.SI
000923.SZ,801020.SI,801022.SI,850231.SI
000925.SZ,801890.SI,801076.SI,850936.SI
000926.SZ,801180.SI,801181.SI,851811.SI
000927.SZ,801880.SI,801094.SI,850911.SI
000928.SZ,801720.SI,801724.SI,857243.SI
000929.SZ,801120.SI,801123.SI,851232.SI
000930.SZ,801010.SI,801012.SI,850154.SI
000931.SZ,801150.SI,801151.SI,851512.SI
000932.SZ,801040.SI,801041.SI,850411.SI
000933.SZ,801050.SI,801055.SI,850551.SI
000935.SZ,801710.SI,801711.SI,850612.SI
000936.SZ,801030.SI,801032.SI,850341.SI
000937.SZ,801020.SI,801021.SI,850221.SI
000938.SZ,801750.SI,801222.SI,852226.SI
000939.SZ,NaN,NaN,NaN
000948.SZ,801750.SI,801222.SI,852225.SI
000949.SZ,801030.SI,801032.SI,850343.SI
000950.SZ,801150.SI,801154.SI,851541.SI
000951.SZ,801880.SI,801094.SI,850912.SI
000952.SZ,801150.SI,801151.SI,851511.SI
000953.SZ,801030.SI,801034.SI,850331.SI
000955.SZ,801130.SI,801131.SI,851316.SI
000957.SZ,801880.SI,801094.SI,850913.SI
000958.SZ,801160.SI,801161.SI,851611.SI
000959.SZ,801040.SI,801041.SI,850411.SI
000960.SZ,801050.SI,801054.SI,850544.SI
000961.SZ,801180.SI,801181.SI,851811.SI
000962.SZ,801050.SI,801051.SI,850521.SI
000963.SZ,801150.SI,801151.SI,851512.SI
000965.SZ,801180.SI,801181.SI,851811.SI
000966.SZ,801160.SI,801161.SI,851611.SI
000967.SZ,801160.SI,801162.SI,851641.SI
000968.SZ,801020.SI,801021.SI,850221.SI
000969.SZ,801050.SI,801051.SI,850521.SI
000970.SZ,801050.SI,801051.SI,850522.SI
000971.SZ,801770.SI,801102.SI,851014.SI
000972.SZ,801010.SI,801012.SI,850151.SI
000973.SZ,801030.SI,801036.SI,850351.SI
000975.SZ,801050.SI,801053.SI,850531.SI
000976.SZ,801890.SI,801076.SI,850936.SI
000977.SZ,801750.SI,801101.SI,851021.SI
000978.SZ,801210.SI,801212.SI,852112.SI
000980.SZ,801880.SI,801093.SI,850921.SI
000981.SZ,801180.SI,801181.SI,851811.SI
000982.SZ,801130.SI,801131.SI,851316.SI
000983.SZ,801020.SI,801021.SI,850221.SI
000985.SZ,801030.SI,801034.SI,850339.SI
000987.SZ,801790.SI,801193.SI,851931.SI
000988.SZ,801080.SI,801082.SI,850841.SI
000989.SZ,801150.SI,801155.SI,851521.SI
000990.SZ,801030.SI,801034.SI,850339.SI
000993.SZ,801160.SI,801161.SI,851612.SI
000995.SZ,NaN,NaN,NaN
000996.SZ,801880.SI,801092.SI,850941.SI
000997.SZ,801750.SI,801101.SI,851021.SI
000998.SZ,801010.SI,801016.SI,850111.SI
000999.SZ,801150.SI,801155.SI,851521.SI
001696.SZ,801880.SI,801093.SI,850921.SI
001872.SZ,801170.SI,801171.SI,851711.SI
001896.SZ,801160.SI,801161.SI,851611.SI
001914.SZ,801180.SI,801181.SI,851811.SI
001965.SZ,801170.SI,801175.SI,851731.SI
001979.SZ,801180.SI,801181.SI,851811.SI
002001.SZ,801150.SI,801151.SI,851511.SI
002002.SZ,801030.SI,801033.SI,850322.SI
002003.SZ,801130.SI,801131.SI,851315.SI
002004.SZ,801030.SI,801034.SI,850333.SI
002005.SZ,801080.SI,801084.SI,850832.SI
002006.SZ,801890.SI,801074.SI,850727.SI
002007.SZ,801150.SI,801152.SI,851531.SI
002008.SZ,801080.SI,801082.SI,850841.SI
002009.SZ,801890.SI,801074.SI,850727.SI
002010.SZ,801170.SI,801178.SI,851781.SI
002011.SZ,801110.SI,801111.SI,851115.SI
002012.SZ,801140.SI,801143.SI,851411.SI
002013.SZ,801740.SI,801742.SI,857421.SI
002014.SZ,801140.SI,801141.SI,851421.SI
002015.SZ,801030.SI,801032.SI,850341.SI
002016.SZ,801180.SI,801181.SI,851811.SI
002017.SZ,801770.SI,801102.SI,851012.SI
002019.SZ,801150.SI,801151.SI,851511.SI
002020.SZ,801150.SI,801151.SI,851512.SI
002021.SZ,801890.SI,801074.SI,850721.SI
002022.SZ,801150.SI,801153.SI,851551.SI
002023.SZ,801740.SI,801742.SI,857421.SI
002024.SZ,801200.SI,801204.SI,852041.SI
002025.SZ,801740.SI,801741.SI,857411.SI
002026.SZ,801890.SI,801072.SI,850712.SI
002027.SZ,801760.SI,801751.SI,852243.SI
002028.SZ,801730.SI,801734.SI,857341.SI
002029.SZ,801130.SI,801132.SI,851322.SI
002030.SZ,801150.SI,801153.SI,851551.SI
002031.SZ,801890.SI,801074.SI,850727.SI
002032.SZ,801110.SI,801111.SI,851114.SI
002033.SZ,801210.SI,801214.SI,852131.SI
002034.SZ,801160.SI,801162.SI,851641.SI
002035.SZ,801110.SI,801111.SI,851114.SI
002036.SZ,801080.SI,801084.SI,850831.SI
002037.SZ,801030.SI,801034.SI,850337.SI
002038.SZ,801150.SI,801152.SI,851531.SI
002039.SZ,801160.SI,801161.SI,851612.SI
002040.SZ,801170.SI,801171.SI,851711.SI
002041.SZ,801010.SI,801016.SI,850111.SI
002042.SZ,801130.SI,801131.SI,851312.SI
002043.SZ,801710.SI,801713.SI,850614.SI
002044.SZ,801150.SI,801156.SI,851561.SI
002045.SZ,801080.SI,801085.SI,850851.SI
002046.SZ,801890.SI,801072.SI,850712.SI
002047.SZ,801720.SI,801722.SI,857221.SI
002048.SZ,801880.SI,801093.SI,850921.SI
002049.SZ,801080.SI,801081.SI,850811.SI
002050.SZ,801110.SI,801111.SI,851115.SI
002051.SZ,801720.SI,801724.SI,857243.SI
002052.SZ,801110.SI,801112.SI,851122.SI
002053.SZ,801030.SI,801033.SI,850323.SI
002054.SZ,801030.SI,801034.SI,850338.SI
002055.SZ,801080.SI,801085.SI,850852.SI
002056.SZ,801050.SI,801051.SI,850522.SI
002057.SZ,801050.SI,801051.SI,850522.SI
002058.SZ,801730.SI,801732.SI,857323.SI
002059.SZ,801210.SI,801214.SI,852131.SI
002060.SZ,801720.SI,801723.SI,857233.SI
002061.SZ,801720.SI,801723.SI,857232.SI
002062.SZ,801720.SI,801723.SI,857231.SI
002063.SZ,801750.SI,801222.SI,852225.SI
002064.SZ,801030.SI,801032.SI,850345.SI
002065.SZ,801750.SI,801222.SI,852226.SI
002066.SZ,801710.SI,801713.SI,850615.SI
002067.SZ,801140.SI,801143.SI,851411.SI
002068.SZ,801030.SI,801037.SI,850363.SI
002069.SZ,801010.SI,801015.SI,850122.SI
002071.SZ,801760.SI,801751.SI,852243.SI
002072.SZ,801750.SI,801222.SI,852226.SI
002073.SZ,801890.SI,801074.SI,850727.SI
002074.SZ,801730.SI,801733.SI,857335.SI
002075.SZ,801040.SI,801041.SI,850412.SI
002076.SZ,801080.SI,801084.SI,850832.SI
002077.SZ,801080.SI,801081.SI,850811.SI
002078.SZ,801140.SI,801143.SI,851411.SI
002079.SZ,801080.SI,801081.SI,850812.SI
002080.SZ,801030.SI,801034.SI,850373.SI
002081.SZ,801720.SI,801722.SI,857221.SI
002082.SZ,801710.SI,801713.SI,850614.SI
002083.SZ,801130.SI,801131.SI,851312.SI
002084.SZ,801140.SI,801142.SI,851433.SI
002085.SZ,801880.SI,801093.SI,850921.SI
002086.SZ,801010.SI,801015.SI,850122.SI
002087.SZ,801130.SI,801131.SI,851312.SI
002088.SZ,801710.SI,801713.SI,850615.SI
002089.SZ,801770.SI,801102.SI,851013.SI
002090.SZ,801730.SI,801732.SI,857321.SI
002091.SZ,801200.SI,801202.SI,852021.SI
002092.SZ,801030.SI,801033.SI,850322.SI
002093.SZ,801770.SI,801102.SI,851014.SI
002094.SZ,801030.SI,801034.SI,850334.SI
002095.SZ,801760.SI,801752.SI,852221.SI
002096.SZ,801030.SI,801034.SI,850337.SI
002097.SZ,801890.SI,801074.SI,850722.SI
002098.SZ,801130.SI,801131.SI,851315.SI
002099.SZ,801150.SI,801151.SI,851511.SI
002100.SZ,801010.SI,801014.SI,850141.SI
002101.SZ,801880.SI,801093.SI,850921.SI
